Majority protein IDs,Gene names,ME-180,ME180C13,59M,A2780,A2780CP70,Caov-3,COV318,DOV13,HEYA8,IGROV-1,IGROV1CP,IOSE397,IOSE7576,JHOS-2,JHOS-5,KURAMOCHI,OVCA433,OVCAR-3,OVCAR-5,OVISE,OVKATE,OVSAHO,PEO1,PEO4,SKOV3IP1,SNU119,TOV-112D,TOV112DR,TYK-nu,TYKNUCP
Q07960;H0YE29;E9PNR6,ARHGAP1,31.27136,30.92698,30.35825,30.19824,29.97501,29.81743,29.87976,31.20204,30.79846,30.95304,30.63876,31.07074,30.70553,30.81505,31.12078,31.117,30.88765,31.3836,30.81398,32.76016,31.74471,30.42832,30.25631,30.71252,32.18456,30.01638,30.26696,30.9806,30.89482,30.79769
P21796;C9JI87,VDAC1,32.81726,32.5635,33.47206,33.48783,33.59879,33.65299,33.42805,33.37736,33.29994,32.9564,32.92532,33.02066,32.94538,33.78127,32.69644,33.86221,34.06053,32.93614,33.80107,34.28658,33.59335,33.97997,31.61083,33.27891,34.07112,33.16708,32.73051,32.37958,32.75913,33.39994
P63208;E5RJR5;E7ERH2;F8W8N3,SKP1,31.10062,30.79413,30.66492,30.42742,31.43961,31.14431,30.9926,30.42972,31.02003,30.84408,31.10493,30.55161,30.60603,31.12737,30.8473,31.6314,31.32592,30.91926,30.56165,30.3802,31.61267,31.82904,29.58088,30.56293,30.61307,31.3435,30.44105,31.40973,30.9194,30.73117
Q9HCY8,S100A14,30.38216,29.81505,21.05212,19.6002,21.75608,32.04352,NaN,NaN,22.69119,19.96084,18.65276,21.22794,20.34354,22.5291,25.62101,20.14565,28.62055,23.70704,29.35792,19.92403,31.00985,21.72601,31.04225,30.99853,23.4179,30.76066,21.03521,20.19606,21.7141,20.51668
P61457,PCBD1,23.79362,25.90965,29.10839,29.49076,30.52589,27.68833,28.8176,30.62296,29.23683,31.17468,31.2862,28.90724,28.40064,29.33253,30.34107,30.00905,29.80347,28.57066,29.39664,30.70767,30.73667,30.55609,29.01919,28.96099,30.63712,30.51935,29.68572,30.14953,30.24955,29.09796
P14618,PKM,36.18033,36.30842,36.15649,34.75687,35.72509,36.23606,35.71763,35.99919,35.89695,35.84913,35.79411,35.79115,36.0735,35.96826,35.93794,36.31785,36.61708,37.00515,36.35307,35.9615,36.36509,36.14393,35.23214,36.59432,36.44482,36.46605,35.06804,35.24037,35.23413,36.27083
Q9UKK9;A6NFX8;A6NJU6;A6NCQ0,NUDT5,30.45307,30.36505,31.65305,30.92995,31.07661,30.44312,30.13907,31.0043,31.43763,30.51371,30.80417,30.48356,30.58898,29.66448,30.22803,31.20023,29.73036,29.54804,30.39141,30.33714,31.5854,30.93797,30.13589,30.91485,30.3834,31.38015,31.64457,31.72964,30.97323,30.77816
O60664;K7ERZ3,PLIN3,31.35637,31.13308,31.90677,31.08835,31.9687,30.87862,31.00517,32.45594,32.63523,31.98655,31.81951,32.1759,32.85002,32.23652,30.53482,31.50147,32.23109,31.07157,32.26584,32.65435,32.6189,31.23444,31.48265,30.51803,32.95935,31.09723,31.93305,31.78659,31.74827,31.75903
CON__P02769,,31.48644,33.4913,37.81937,33.84558,32.52398,31.70693,35.79285,36.11462,34.4819,33.41084,33.09184,35.10977,35.86565,36.08106,36.08741,36.12386,34.71072,35.36652,35.05496,33.84717,35.84015,35.98293,37.60492,38.58182,35.50917,35.92802,33.12088,34.81201,34.25596,36.59014
P61086;D6RDM7,UBE2K,29.15369,30.42492,29.87921,29.84766,30.12805,29.34989,29.94503,29.72076,29.83769,29.90153,29.9386,30.25271,30.08411,29.09725,30.89099,29.94657,30.434,30.11446,30.39489,29.93086,30.03708,29.53829,30.10475,29.93298,29.66829,30.13308,30.17105,29.82379,29.95906,29.50522
Q8NFU3;R4GNF9,TSTD1,27.82941,28.64678,27.78127,NaN,NaN,28.08182,27.95016,21.30463,NaN,26.80391,27.33875,23.41209,NaN,27.5285,27.19291,27.90461,29.34501,29.14153,27.48278,29.07454,29.62431,28.99013,24.97741,28.25818,27.13907,26.99906,NaN,24.56123,23.06097,NaN
O94760,DDAH1,29.4914,29.74884,29.52798,27.79464,28.73347,30.16195,31.284,30.22986,30.79397,31.00497,31.15158,29.12977,30.20979,30.30921,30.20303,31.47996,30.77839,30.3639,29.92125,30.58978,30.58092,29.50635,28.64616,29.56892,28.86953,28.77621,28.7592,27.47367,30.1126,30.24502
Q7Z4W1;J3KS22;J3QS36;J3KRZ4;J3QL34,DCXR,29.12006,27.99216,27.42414,27.37758,26.7893,30.11446,28.02649,28.19835,27.78244,28.79141,28.57239,28.61463,27.86738,30.59744,29.68646,28.69239,29.52002,29.58998,29.93733,28.4656,31.10412,29.56904,30.05284,30.85065,28.91787,28.90383,29.75845,30.02142,27.7599,28.79138
Q9H773,DCTPP1,29.20074,28.73847,27.97689,28.35144,28.98318,28.25503,28.39125,30.0427,28.88504,29.30613,29.32378,28.95906,28.85991,29.04109,29.43368,28.48366,28.77803,26.51113,29.26098,28.77417,29.85273,27.84518,30.2683,29.02942,28.15195,29.516,26.26044,24.33306,29.11481,29.23192
O00299,CLIC1,32.95102,33.23321,33.42917,32.14285,33.25434,32.45655,32.50862,33.0294,33.50687,34.10407,33.82164,33.28361,33.82515,33.26584,32.68347,33.30362,34.08409,32.43151,33.29063,34.22288,32.61318,32.80597,32.90284,32.94154,33.78614,33.48171,32.68654,32.3787,33.26305,33.70615
Q99622;U3KQ85;U3KQ07;F5GXW5,C12orf57,25.40412,27.39771,26.41632,27.51066,28.71892,27.75602,27.16643,27.56355,27.0801,26.61034,28.11481,27.97995,27.97208,26.89631,26.26673,27.1043,27.93551,27.25818,27.99415,27.7449,27.73473,26.91262,27.24254,27.66452,28.15296,27.91986,28.39926,26.33376,27.94592,25.82619
P02768;CON__P02768-1;B7WNR0;H0YA55;D6RHD5;C9JKR2;A0A087WWT3,ALB,16.47462,18.73648,18.14051,17.47485,16.08179,19.22161,18.3705,15.19506,18.19508,16.09071,18.44435,21.27355,15.23818,17.98382,20.14594,17.61223,19.48054,19.82391,19.21769,15.5347,16.99678,18.04479,18.92579,23.54604,17.75991,14.4852,23.17731,17.98821,15.75989,15.8214
O43707;F5GXS2,ACTN4,34.53884,34.39917,35.3265,33.18642,33.45917,35.21982,34.70713,35.6051,35.22881,35.51976,35.25961,34.90406,34.83092,35.63008,35.57793,36.55828,35.78346,35.99574,35.79052,36.09995,35.73229,35.79375,34.80664,34.42424,35.10872,35.95066,33.36071,33.50439,34.03494,33.77882
P27348;E9PG15,YWHAQ,32.86293,32.72023,32.03731,32.49424,32.69598,32.98885,32.98386,32.80236,32.5793,32.33434,32.28328,32.95402,33.18219,33.76801,32.76175,32.40938,33.23435,33.48099,32.90282,33.16442,33.08155,32.73683,33.72872,33.32496,32.8674,32.7257,32.67875,33.05709,32.4036,32.58741
O00762,UBE2C,29.30326,27.64169,28.15456,27.81647,28.71516,27.64561,28.93977,28.62069,29.29421,28.92725,29.20862,29.61865,29.10604,25.54422,27.76775,28.54311,28.15054,28.34019,28.77279,27.49755,28.31038,28.41744,29.47241,29.09527,27.92688,28.85638,26.09838,28.08598,28.72994,30.42242
Q14116,IL18,30.91798,29.29833,29.48968,24.94391,NaN,29.4781,29.53079,28.51503,26.52383,29.66402,28.83693,25.81034,24.77631,27.64828,27.07429,20.76587,30.33607,27.70774,23.75195,30.79831,30.7574,25.02441,29.70863,27.24418,29.03892,30.74535,23.07601,21.93906,22.20108,23.23704
Q13126;J3QSB7,MTAP,32.04055,31.70112,29.08241,29.92153,30.62775,28.74362,29.9334,24.82138,23.60829,30.27853,30.70899,31.0575,30.93312,23.34286,29.39958,30.3184,31.57339,31.81688,23.22568,32.22662,29.7925,29.61613,24.51881,22.95465,30.37233,31.5272,31.24116,30.71276,30.39387,29.76887
Q12905;B4DY09,ILF2,32.42747,32.06117,32.0317,32.93491,32.71635,32.19569,32.32098,32.459,32.60483,32.04267,32.04704,32.44717,32.34655,32.6663,32.09651,32.44852,32.31033,31.94315,32.95413,32.54216,31.83579,32.52302,32.81826,32.36416,32.64974,32.70753,32.55892,32.55858,32.17495,32.39497
P62158;H0Y7A7;E7ETZ0;E7EMB3;Q96HY3;G3V361,CALM1;CALM2,33.46027,33.24119,33.13018,33.0213,33.36672,33.1231,32.95735,32.90383,33.07752,33.14267,32.96643,33.15258,33.37684,33.00103,32.93746,33.80289,33.5583,32.80114,33.43899,33.03331,33.4822,32.56937,33.61686,32.90047,33.39292,33.65256,32.9185,33.24997,32.69733,32.96941
Q01995;H0YCU9,TAGLN,29.36403,25.81841,30.17462,30.61175,31.52192,30.33021,34.79483,32.12995,29.21285,26.84601,25.83906,33.92105,34.54553,29.67356,32.59768,34.8102,29.07966,25.43304,24.11609,28.02369,24.40445,31.68144,25.94181,29.88979,31.54042,32.68864,24.75659,26.11189,24.53955,23.719
P62312,LSM6,29.2151,29.17474,29.13792,29.22136,29.30589,29.23448,28.35144,28.87461,29.46033,28.36353,28.82999,28.81317,29.20413,29.08664,29.08773,28.99124,28.17907,28.4703,29.00376,28.98435,28.61158,28.52917,28.93332,28.75028,28.53775,29.17014,29.01457,28.53849,29.17024,29.52556
P10809,HSPD1,34.78415,34.6817,35.25121,35.81163,35.72819,35.51773,35.78648,35.43809,35.42673,35.28699,35.21306,35.05512,34.87546,35.10806,35.38975,35.52081,35.51015,35.43166,35.9889,36.17495,35.26703,35.64331,35.35872,35.46964,35.40451,35.1916,35.22572,34.98456,35.23578,35.4211
O14558;K7EP04,HSPB6,21.89508,NaN,NaN,NaN,NaN,NaN,23.9179,NaN,21.88202,21.45778,20.02958,23.65284,30.00075,21.28099,NaN,NaN,NaN,NaN,20.51022,26.63229,25.01355,NaN,NaN,NaN,21.88126,22.37072,NaN,23.50278,22.91072,21.9488
P25786;F5GX11;B4DEV8,PSMA1,32.07527,32.33908,32.44944,31.79885,31.86784,32.01784,32.00115,31.74122,32.32566,31.9267,32.23706,32.19563,32.0604,32.02558,32.11474,31.89944,32.50583,32.19296,32.27597,32.59123,32.09343,32.10397,32.40976,31.77992,32.18739,31.95567,31.66615,31.71624,32.10234,32.44628
Q02790,FKBP4,32.45437,32.25152,32.47586,32.89908,32.63125,33.62375,32.68085,32.50195,32.7289,33.16161,33.15291,32.92318,32.8569,32.62061,33.11285,31.96774,32.76703,32.12645,32.34855,33.37192,31.5642,31.74451,33.65331,33.05943,31.39366,33.60675,33.06813,33.0941,32.43004,32.6577
P63104;E7EX29;E7ESK7;B0AZS6,YWHAZ,34.47496,34.24665,34.9088,34.01895,34.23592,34.34288,34.13101,34.44991,34.95675,34.37023,33.85731,34.26605,34.724,34.82022,34.87142,35.06892,35.0783,35.22741,34.66283,35.00579,35.51838,34.83587,35.62015,35.84724,34.71779,35.27215,33.60896,34.0192,34.43023,34.54955
O95336;M0R261,PGLS,31.4409,31.25884,29.89715,29.44535,30.5472,30.92734,30.39571,30.57552,30.52757,30.91171,30.60152,30.31926,30.31926,31.3933,30.91513,30.5766,30.94203,30.21292,31.4802,31.84341,31.53399,31.11253,30.74831,30.73538,31.08809,31.61746,30.41216,30.93825,30.35437,30.03957
P50990,CCT8,33.63699,33.24218,33.58284,33.90186,34.40038,33.52589,33.59624,33.99117,34.37736,34.27877,34.43874,34.081,33.90661,33.4544,33.41903,33.53705,33.74184,34.09828,33.37218,34.68374,32.74075,33.82866,33.38432,33.83394,33.71262,33.64044,34.15723,34.10306,33.78215,34.37555
P29401,TKT,34.26549,35.33628,34.76357,33.29598,33.56695,33.82979,33.66617,33.91608,34.07599,34.75165,34.62233,33.83102,33.91697,34.61971,33.8694,34.11652,34.47647,34.05545,34.70661,34.12263,33.38522,33.74144,34.29598,33.4263,34.28064,34.33405,33.73176,33.50415,33.56456,33.487
P18669,PGAM1,33.67409,34.4007,34.09309,33.45844,33.82022,32.92048,33.79343,33.36945,33.56615,33.63017,33.52332,33.79013,33.43552,34.0098,34.06431,34.02804,33.07275,33.9574,33.67987,33.79139,33.13305,34.01272,33.65427,32.7701,33.12153,33.55499,33.78576,34.01097,33.15819,33.18086
P49773,HINT1,31.25006,31.37072,31.94409,30.66772,31.15545,30.93298,30.49448,30.5494,31.00758,31.56406,31.59899,30.8907,30.37782,31.05705,29.43287,31.68754,31.96365,30.33255,30.16411,31.144,31.69851,32.27922,31.84618,31.67422,30.80062,31.91203,30.25293,30.82646,31.47822,30.85831
P48643;E7ENZ3;B7ZAR1;E9PCA1,CCT5,33.12349,33.03777,33.2942,33.57204,33.85406,32.79875,33.02641,33.6828,33.94349,33.75354,33.81086,33.9421,33.49691,33.13294,32.94714,33.38587,33.438,33.37101,33.15926,33.96301,32.67586,33.55076,33.53392,33.26877,33.15293,33.41526,33.88631,33.80241,33.43365,33.80386
P31939,ATIC,32.69961,33.13356,32.56516,32.75597,33.1845,32.05342,33.50521,32.84307,33.52566,33.21246,33.18862,32.70551,32.84075,32.16645,32.67263,33.0218,33.46075,32.76614,33.83696,33.74525,32.84478,32.27448,32.9002,32.85004,32.99416,32.50266,33.487,33.25828,33.33285,33.3267
Q15181,PPA1,31.71808,32.05582,32.24275,32.66492,32.7318,32.54402,32.16288,32.32179,32.08081,32.11051,31.84666,32.12881,32.29195,32.45002,33.25912,32.4187,31.91339,33.9815,31.75629,32.4426,33.56036,33.32281,30.8643,31.36661,32.48299,32.0815,31.69768,31.52739,32.32209,32.49945
O75369;E7EN95,FLNB,35.95779,35.71577,34.28258,32.04372,32.98092,36.16539,34.41267,35.91794,34.87408,35.31534,35.12155,35.27103,34.84623,34.48141,34.08369,34.38342,35.95697,34.80621,35.97528,34.66034,33.73388,34.58043,35.28682,33.20233,35.07228,35.06708,32.54745,32.86754,35.81991,35.78563
Q96C01;E7EQY1,FAM136A,27.77115,27.33586,27.25809,28.52548,28.85531,29.95505,29.06848,28.09305,28.69116,28.79507,29.16161,27.9961,27.82463,28.93972,29.28034,29.07898,27.08689,29.27035,27.75615,28.30051,28.34172,28.52597,29.00019,29.39186,28.48566,29.21979,29.6493,29.09532,28.81504,28.5497
O75934,BCAS2,28.78238,29.06461,29.14921,29.28511,28.78213,28.66648,29.13342,28.81931,29.40999,28.76752,28.82493,29.46692,28.96711,29.05463,29.34678,28.47981,28.88699,28.67654,29.48435,28.92385,28.27471,29.01337,28.7491,28.47143,29.04189,29.21561,29.17164,29.37878,29.11021,29.34934
Q01469;I6L8B7,FABP5,31.97852,32.26822,32.22748,30.97856,30.24264,30.59868,30.94245,31.70004,32.54881,31.76715,31.66229,30.27598,30.42782,32.46903,30.74495,30.15376,29.36014,30.42812,31.94653,31.56015,31.66755,31.66357,31.9334,32.04078,31.81589,31.91481,30.17474,31.2544,31.40131,32.09515
Q9Y230,RUVBL2,31.97268,32.42184,31.52678,32.24104,32.0972,31.17153,31.67863,32.09626,31.82722,31.64804,31.59,32.18542,31.90376,31.6182,32.57736,31.70331,32.57021,32.43532,32.6152,32.65732,31.56147,31.81581,31.48496,31.74013,31.49419,32.13871,32.35458,32.45533,32.25231,32.58334
P52292,KPNA2,31.59147,30.07865,31.14467,31.33154,31.13596,32.26103,30.79452,31.88903,32.52279,31.72029,31.77945,32.21231,32.93292,30.26305,30.6077,30.49286,31.32999,31.47058,31.4608,31.72659,30.77933,31.28879,32.63342,31.7378,31.04316,31.6634,31.57231,31.6366,31.42377,32.43892
P08238,HSP90AB1,35.40197,35.70803,35.59638,35.64549,35.98118,35.99334,35.77828,35.104,36.35509,35.58869,35.34156,35.80674,35.5781,35.4292,35.90477,35.94936,36.26368,35.9509,35.78131,36.59028,35.36802,36.50093,35.72715,36.24113,35.46569,35.79013,35.97863,35.75003,35.75938,36.00596
Q9UL46;A0A087X1Z3;H0YM70,PSME2,31.57118,31.16333,31.4111,29.91641,31.05847,30.93101,31.31257,31.08563,30.31689,31.18139,30.61535,31.37192,30.56928,30.06098,31.73097,32.48323,32.08252,31.35253,32.26083,31.64796,32.01611,31.84397,31.98009,32.10005,30.23306,31.35348,30.06008,30.65053,30.77839,29.47761
P36871,PGM1,31.70335,32.63439,31.19906,30.61693,31.23849,32.33839,32.1098,31.63183,30.16949,30.66161,31.00243,30.64976,30.61193,31.95161,30.23695,32.23472,32.66393,30.3954,31.65574,31.37192,32.39328,31.54499,31.94059,31.84539,32.40788,31.92709,29.8872,31.12608,31.25918,30.61579
P58546,MTPN,29.67801,29.75154,30.37968,29.47615,29.58999,30.14868,31.33021,30.34541,29.80503,30.19671,30.48855,30.13614,30.72899,30.71653,29.7136,31.25079,30.37534,30.23923,30.22561,30.04466,31.34276,30.86312,31.21443,30.85244,29.63024,30.42592,30.09207,29.53098,30.70891,30.88147
O75223;M0QZK8;B8ZZK2,GGCT,30.11098,29.8837,28.73383,29.17408,29.42007,30.60647,29.90541,28.45466,29.59251,28.74298,28.71748,28.76367,29.16698,28.41208,29.75673,29.04984,29.30839,29.65075,29.10505,30.84468,29.61893,29.19578,29.90498,28.64921,28.57978,30.72793,29.57141,29.64458,29.55656,29.53351
Q15654,TRIP6,29.38905,29.55459,28.54617,28.96265,29.73913,30.50123,29.93058,29.81931,28.83162,29.95726,30.19789,29.43494,29.71955,29.18044,29.38624,30.72647,30.5122,28.01143,29.51674,23.53136,29.89028,28.56598,30.60276,30.46441,28.17417,29.84812,27.88344,28.70342,30.06458,30.24536
Q7L1Q6;C9IZ80,BZW1,31.48308,31.38844,31.63621,31.32346,31.47537,30.95664,31.06027,31.41206,32.12645,31.56552,31.38211,31.31775,31.76232,30.91192,30.73884,29.95463,30.87107,31.87463,31.12836,31.92769,30.56602,30.83598,32.06631,31.5223,31.12349,29.49804,31.72724,30.66357,31.50635,32.38754
Q04760,GLO1,31.00972,32.04309,31.49677,31.27703,31.66632,30.70479,31.74659,30.82343,31.57511,31.78928,32.05924,31.85831,31.61662,31.95719,32.31249,32.42307,32.02419,32.66981,31.5747,33.06922,30.85252,32.28802,31.02201,30.59717,31.80847,32.7427,32.67955,31.94569,32.17406,31.60373
Q9UBQ5;K7ERF1;K7ES31;K7EMQ9;A0A087WVB9;K7EQM4,EIF3K,29.92011,30.02697,30.25564,30.09056,30.53973,30.53148,29.76001,30.00718,30.722,30.16734,30.29209,30.4181,30.73215,29.66046,30.33224,30.12003,30.25327,31.03078,30.87943,31.10406,29.75097,30.52599,29.97869,29.84769,30.11086,29.99389,30.31236,29.67309,30.45229,30.49838
O95817,BAG3,30.45562,30.55353,30.29253,28.77944,29.70815,29.04541,28.258,30.24796,30.65745,29.76544,30.34213,30.2007,30.56792,29.06912,28.47819,29.32509,29.95989,29.55369,30.38854,29.33526,29.33354,30.27808,29.67357,29.19814,29.41818,29.53879,28.34537,29.6354,31.18252,30.77643
O75368,SH3BGRL,NaN,23.78586,29.61788,28.81029,29.80939,28.29066,30.01651,29.9735,28.65325,26.45191,29.45533,28.73467,28.73693,30.65787,29.11684,30.01292,28.22642,29.37809,28.75379,29.39383,30.01943,30.01252,28.65414,29.3983,30.18731,29.01247,31.09911,32.1703,30.86172,29.16655
Q96AT9;C9J6A7;C9J9T0;C9IZU8,RPE,27.48293,27.46941,28.42474,27.99965,28.0055,27.785,29.33828,28.81647,28.95405,28.0033,27.64492,28.43026,28.61562,28.28224,27.22619,28.82311,28.89157,28.2837,28.88556,29.16942,28.99102,27.42077,28.59049,29.2497,28.3122,28.15591,28.65605,28.22656,28.07357,28.29959
P26038,MSN,34.22562,33.95982,33.958,32.51942,33.10008,34.39413,33.7686,34.35061,35.16418,33.95671,34.07399,34.56587,34.26933,35.09934,32.89761,34.87445,33.75712,34.38201,33.67535,34.03502,34.41438,34.07551,33.93552,33.12365,34.59307,34.12648,33.46478,34.04783,34.98384,34.02779
Q96C19,EFHD2,30.58477,30.69362,30.37316,29.04653,29.68751,30.02366,29.57994,31.2883,30.74077,29.27771,29.78835,29.8218,30.00758,29.38266,29.48671,30.71252,30.42862,29.72978,30.76319,29.29233,29.83053,28.9656,30.67379,28.83611,29.98468,29.91413,28.51115,29.46008,30.44253,30.79939
P78371;F5GWF6;F8VQ14,CCT2,33.57486,32.92056,33.38561,33.62342,34.02259,32.93619,33.23834,34.11892,34.37309,34.14801,34.25497,33.94794,33.66437,33.37296,33.4448,33.46927,33.74304,33.9704,33.45856,34.22137,32.96337,33.96362,33.51124,33.77804,33.46161,33.51817,34.01472,34.09207,33.3598,34.00043
P30041,PRDX6,32.85495,33.47061,33.56774,33.37529,33.84689,32.2063,33.77431,33.10074,33.0312,33.17651,33.42792,33.09845,33.97408,33.56785,33.36463,34.41008,34.44739,33.53971,32.70862,34.18674,33.61061,34.61708,32.42367,33.13705,33.39177,33.79943,33.40527,33.17239,33.2931,32.91066
P52272;A0A087X0X3;M0R019,HNRNPM,34.351,33.90284,34.17935,34.78322,34.36274,34.40363,34.03092,33.81249,34.32476,33.99951,34.22777,34.21234,34.11256,34.61462,34.04107,33.90374,33.29008,34.17913,33.85146,34.2236,33.86913,34.07463,34.64431,34.55859,34.13224,34.00922,34.47218,34.41349,34.02878,34.39426
Q9BU89;K7EIV2,DOHH,26.40667,27.32612,27.72566,26.24625,28.17622,23.68571,26.48689,25.55585,26.83244,25.60136,26.56977,27.50635,26.04247,26.52292,26.84828,26.39701,24.59815,26.69192,27.49937,25.0889,27.94117,26.76344,26.93809,26.43539,26.33431,26.01026,27.07847,26.65908,26.23907,27.71411
Q9GZP4,PITHD1,27.43889,27.88478,28.51224,27.91604,28.39043,27.05269,27.69988,26.95494,27.8613,27.12416,27.33858,27.22251,27.98799,27.59228,28.05605,29.14914,27.74163,27.16787,28.35695,27.40519,28.00571,28.22702,27.00153,26.38367,28.46236,27.5406,27.26392,27.51458,27.24182,27.1059
A0A087X0W7;P49753;A0A087WT95,ACOT2,29.5155,29.15369,29.31188,30.65813,30.17522,29.31051,27.3986,28.50582,28.56856,28.62996,28.47456,29.31324,28.26155,30.08778,27.98647,29.23009,27.38788,28.81421,30.53325,29.03556,29.1417,27.36861,29.08907,29.42494,29.48081,28.96058,31.85916,31.11415,28.87631,29.28189
P55072,VCP,33.87252,34.15459,34.23435,33.67861,34.49798,33.37878,33.34321,33.66214,33.7602,34.2981,34.36045,34.31156,34.2687,34.39484,33.72639,33.70687,34.30613,34.44264,34.43682,34.27871,32.72594,33.93641,33.98159,33.75035,34.97395,33.85192,34.7182,34.55391,33.65395,33.96301
P62328,TMSB4X,30.20781,30.4183,31.70566,32.11285,30.21732,32.0178,32.24073,31.6343,30.64298,29.14105,28.8414,30.80301,31.86227,32.25901,33.35744,31.89164,32.7961,32.31519,34.44684,29.44737,32.70242,31.28173,32.9598,31.38797,31.70203,31.78687,24.403,23.68646,31.27325,32.47605
O95861,BPNT1,29.07158,30.13394,30.44342,28.76056,29.30339,29.5428,31.7839,29.45799,29.74548,29.38657,29.5004,29.68953,30.11309,28.10684,30.55399,31.28234,30.51785,30.58889,29.81485,30.25259,30.90239,30.54287,29.5996,30.22412,29.72737,31.04765,29.8481,29.76207,30.44806,29.82504
O43399;A0A087WYR3;A0A087WZ51,TPD52L2,32.05015,31.27281,31.23238,31.23974,31.65825,32.8511,31.28041,31.40745,32.60622,30.79165,30.96196,31.23278,32.05704,33.15409,31.8758,32.26612,32.20143,32.00243,31.84506,31.83111,32.39734,32.0949,32.12992,32.06063,32.18012,31.56147,31.13443,31.39708,32.546,32.81423
Q9ULZ3,PYCARD,30.17831,31.37264,23.53576,21.48551,NaN,27.43571,21.84176,26.84026,23.11569,NaN,NaN,26.64417,27.96934,26.32287,24.12912,20.69668,28.95013,20.61935,27.94938,21.42977,29.25588,20.46613,24.91998,25.44856,23.93841,25.1031,NaN,21.32828,22.7534,NaN
P02545,LMNA,35.16256,35.22522,34.8788,33.19884,33.88213,34.5087,35.02824,35.08338,34.64076,35.26364,35.22227,33.94131,35.04511,35.85213,34.65352,35.61374,35.00215,35.67932,34.88463,35.17805,35.57981,35.14231,34.43955,34.91492,34.78853,34.85318,31.25214,33.54282,34.87711,35.08564
O75874,IDH1,32.48769,32.82782,31.42056,30.71539,32.06066,31.0676,31.82305,31.05478,30.53408,33.184,33.26221,31.23032,30.93093,29.96815,31.73606,31.68863,31.97879,32.11932,32.57274,34.33983,32.43852,31.36932,30.72931,31.43862,31.94105,31.93905,32.01149,32.39558,32.3535,30.84191
P08107;V9GZ37,HSPA1A,33.7798,34.26815,33.29762,29.74452,32.29219,34.87248,33.37697,33.88713,34.07893,33.79488,33.3212,34.35803,33.97229,33.56274,34.01729,33.58509,33.82837,34.80895,34.76643,34.81574,33.74815,36.01284,33.9763,34.58637,35.05993,34.13591,34.05529,34.24076,33.76712,33.65565
Q96EK6;G3V5E4;G3V4W4,GNPNAT1,29.77911,30.03105,28.57178,31.57181,29.29724,28.29189,28.96719,29.03042,29.99954,29.68464,29.68937,28.17788,30.3016,30.19589,28.39681,27.9831,28.10988,30.05168,29.34357,29.64858,28.29496,28.80587,29.36657,29.61651,29.27413,30.90333,28.36649,28.6487,29.03852,29.76801
O95433;H0YJG7,AHSA1,31.27631,31.01658,30.79576,31.50664,31.94493,30.66416,31.46543,31.67224,31.63357,32.29217,32.36539,31.89363,31.45115,31.75502,30.45582,30.73279,31.43723,32.21558,31.84685,31.98997,31.20367,31.29011,31.08778,31.93716,31.28201,31.92737,32.89796,33.04583,32.05601,31.7939
P21266,GSTM3,23.1834,22.33109,31.35579,23.21365,25.02855,28.37985,31.22808,29.15103,22.65307,30.25665,30.64907,30.17712,30.15122,29.03341,30.88707,32.62434,25.71235,29.3929,23.74899,32.60834,28.37078,32.20329,23.01983,26.57644,28.60315,32.65853,26.41035,27.92377,23.13044,23.81548
