protein,type,meas,coef,wald,fdr
DR1,2.0,5.0,0.656592361661,0.401491017064,0.51304926596793121
PIK3R4,2.0,15.0,0.391488590079,0.401659879218,0.51311337407156765
PAM,-2.0,5.0,0.653036422179,0.401901942671,0.51327093003466795
FAM134A,2.0,5.0,0.654594024505,0.402504744417,0.5138889575057739
RPL8,2.0,83.0,-0.196328004995,0.403549071412,0.51507016112064763
CLIC2,2.0,10.0,0.459905892837,0.40432267287,0.51590522869394762
SGCD,-2.0,5.0,-0.624028957617,0.406416639521,0.51842405802584901
NECAP2,2.0,8.0,0.519439706551,0.407484741327,0.51891492388807203
OSGEP,2.0,9.0,0.488125195647,0.40709513154,0.51891492388807203
TAOK3,2.0,7.0,0.528947017328,0.407521667037,0.51891492388807203
PODN,2.0,11.0,-0.440836638145,0.407424073532,0.51891492388807203
ALDH4A1,2.0,5.0,0.634150761641,0.407383854278,0.51891492388807203
SERPINB6,2.0,21.0,0.331341077192,0.407080427999,0.51891492388807203
SOD2,-2.0,8.0,-0.508289822498,0.408357201513,0.51977360959200114
CDC5L,2.0,11.0,0.422054554445,0.408436491276,0.51977360959200114
ADAM15,2.0,22.0,0.319269357105,0.409640923107,0.5208463854676546
GIMAP4,2.0,22.0,0.322311993851,0.40962956516,0.5208463854676546
ICAM3,2.0,11.0,-0.451619519693,0.409639532472,0.5208463854676546
COMP,2.0,16.0,0.361020750846,0.41029524218,0.52152494323602172
MAD1L1,2.0,6.0,0.573681720885,0.410817718975,0.52203556705670395
RPS6KA3,2.0,5.0,-0.63679125602,0.413169461239,0.52486969760074642
NXF1,2.0,6.0,0.565244398704,0.41375138091,0.52534802531337577
BAG6,2.0,13.0,0.394299232778,0.413789041451,0.52534802531337577
ALDH1L1,2.0,8.0,-0.507768404899,0.414373993717,0.52593622279413521
EXOC7,2.0,16.0,0.34951932374,0.41499178016,0.52626033840299924
GEMIN4,2.0,7.0,0.53565410708,0.415164843329,0.52626033840299924
HS2ST1,2.0,11.0,0.434288850725,0.415207279443,0.52626033840299924
IDO1,-2.0,5.0,0.633928116484,0.415066331103,0.52626033840299924
SH3BP4,2.0,5.0,0.633009296321,0.415238032453,0.52626033840299924
MRPL2,2.0,13.0,0.401693703613,0.416001982895,0.52676525250603623
SLC4A1AP,2.0,7.0,0.527652987104,0.415892218737,0.52676525250603623
MME,2.0,20.0,0.328684381837,0.415850757095,0.52676525250603623
WDR61,2.0,7.0,0.538660974215,0.416539181116,0.52713667446243284
PLXND1,2.0,15.0,0.378219153401,0.416447858834,0.52713667446243284
BUB3,2.0,6.0,0.577840379561,0.417236080186,0.52786408388763972
DNTTIP1,2.0,15.0,0.367307243343,0.417538672557,0.52809235853191661
PPIL1,2.0,14.0,0.372897592571,0.417921553552,0.52842201696567404
VPS39,-2.0,8.0,-0.503373359849,0.418668919668,0.52921220459834617
RBM10,2.0,10.0,0.433359141895,0.419089702931,0.52958923875229058
MFAP5,2.0,20.0,-0.324334587713,0.419476060632,0.52992256286167738
SCD5,-2.0,5.0,-0.613318195387,0.419745309891,0.53010779277172082
NELFA,2.0,14.0,0.38352496875,0.420061956371,0.53035275624721168
SAFB2,2.0,5.0,0.626621826566,0.420380037923,0.5305993880114751
HIST1H1E,2.0,17.0,0.344648533178,0.421783460116,0.53221538180989658
CAPS,-2.0,5.0,-0.605636495108,0.423393564038,0.53409115183491107
HERC5,-2.0,5.0,-0.61541259988,0.423709770198,0.5341782842132905
ITIH5,2.0,15.0,-0.36142738378,0.423701267342,0.5341782842132905
SOS1,2.0,6.0,0.56348790338,0.424120231897,0.5345398724458269
AZGP1,2.0,13.0,-0.389087559366,0.424626713986,0.53502223391438786
TRRAP,2.0,14.0,0.363394746112,0.4250023557,0.53533950573801914
COG1,2.0,13.0,0.383232226503,0.426347901842,0.53687794339143136
DPM3,2.0,30.0,-0.26524556848,0.426495171284,0.5369069963489751
TPPP,2.0,18.0,0.336171627725,0.427694467498,0.53826002416086727
UBXN6,2.0,5.0,0.611576150466,0.428956684386,0.53969142799809011
HBP1,2.0,8.0,0.480801616841,0.429578612525,0.5403166546250685
ELN,2.0,5.0,0.615733944829,0.430292668684,0.54105736088455836
NDUFB11,2.0,9.0,-0.458953310612,0.43073619221,0.54145756293245506
C1RL,2.0,21.0,0.312131929808,0.432217065349,0.54316115508785756
APOA4,2.0,6.0,0.552030397262,0.433117112831,0.54413405369620937
NME7,2.0,15.0,0.359305743408,0.433773776906,0.54480070818316839
INSR,-2.0,5.0,-0.606168588913,0.434319534248,0.54532772191558554
IDH3G,2.0,13.0,-0.387892268745,0.434455246659,0.54533973034505656
STON2,2.0,8.0,0.48349179659,0.434855176671,0.54568328846058323
TIMM17A,2.0,12.0,0.404770475659,0.435811264659,0.54672434623404553
PDLIM3,-2.0,10.0,-0.432589887395,0.435956034484,0.54674729825171886
HTRA1,2.0,7.0,0.509018946419,0.43778205236,0.54887813583348222
SAFB2,-2.0,6.0,-0.548435594972,0.438307959514,0.54937817018818802
SORBS2,-2.0,8.0,-0.47642698036,0.440338569602,0.55160348779762169
TTC21B,2.0,10.0,-0.42388947674,0.440318806933,0.55160348779762169
UBE2I,2.0,7.0,0.51152685199,0.440475862379,0.55161562950829701
VBP1,2.0,12.0,0.390093925282,0.441091583206,0.55182112841538422
RNPS1,2.0,5.0,-0.6030836382,0.440917485829,0.55182112841538422
ABR,2.0,8.0,-0.475919525799,0.441150548185,0.55182112841538422
MB21D2,2.0,39.0,0.248408887961,0.440865197057,0.55182112841538422
BSG,-2.0,13.0,-0.381944235142,0.441728025175,0.55238364270467788
PEX1,2.0,8.0,0.483526323421,0.442625890843,0.55334636382724345
CCDC137,2.0,13.0,0.381124392774,0.443072428636,0.55374446631829521
GC,2.0,7.0,-0.506376573146,0.44350424615,0.55412394685185917
VPS52,2.0,10.0,-0.413578271753,0.444280663858,0.55493363474696089
THOC3,2.0,5.0,0.59702145177,0.44496303228,0.55562541552462841
HMX3,2.0,5.0,-0.58756861358,0.446120132962,0.55690942385072018
CACNA2D1,2.0,9.0,-0.454448787575,0.446654729769,0.55725494856863933
VTN,2.0,11.0,-0.40348764607,0.44659916491,0.55725494856863933
RGS19,2.0,15.0,0.345960094651,0.447151604053,0.55771390199713955
NDUFS1,2.0,7.0,0.506111265483,0.447324227481,0.55774043307384236
RPL7L1,2.0,14.0,0.354294048793,0.44743090953,0.55774043307384236
VASN,2.0,6.0,0.544330549058,0.447677932297,0.55788748957024592
CA3,2.0,25.0,0.270900344358,0.448884660289,0.55923008254435969
IKBKE,2.0,13.0,0.376738404048,0.449364254832,0.55923643944362655
RPL6,2.0,7.0,0.49829766598,0.449368081241,0.55923643944362655
PLIN3,-2.0,7.0,-0.502819872452,0.449069875568,0.55923643944362655
ENPP2,2.0,59.0,0.210653034091,0.449407215042,0.55923643944362655
SDHA,2.0,31.0,0.251501664537,0.449626215309,0.55930446395684885
TOMM22,2.0,6.0,0.534143202128,0.449720637685,0.55930446395684885
CD46,2.0,14.0,0.35803240786,0.449901215892,0.55936812088000987
MRPS26,2.0,20.0,0.303969587112,0.450125217814,0.5594857149535305
TAF4,2.0,24.0,0.276870939484,0.450623926608,0.55964040236090151
PBX2,2.0,9.0,0.440924811005,0.450456856252,0.55964040236090151
VPS8,2.0,47.0,0.219193768173,0.450638038542,0.55964040236090151
VPS41,2.0,5.0,-0.572293434873,0.450926590647,0.55983792399963128
ALB,2.0,8.0,-0.467423788459,0.451971707508,0.56097435875922796
ITPR1,2.0,7.0,-0.480615225415,0.453346605187,0.5625193381811644
KRT23,2.0,5.0,-0.603540248341,0.45392001439,0.56306921727651071
MPDZ,2.0,5.0,0.58235418747,0.45411493055,0.56314941043240474
RNF213,2.0,16.0,0.334023967637,0.454596404648,0.56358481711842512
SRSF1,2.0,7.0,0.497548192215,0.455361131295,0.564209277898022
PGPEP1,2.0,10.0,0.418833209104,0.455239526467,0.564209277898022
DIDO1,2.0,26.0,0.262957652097,0.455971749213,0.56480397474102573
FETUB,2.0,30.0,-0.267694977793,0.457454114343,0.56543291855793387
COPS8,2.0,6.0,0.525870770824,0.457525873032,0.56543291855793387
IKBKG,2.0,12.0,0.376085664102,0.456932906271,0.56543291855793387
FAM126A,2.0,6.0,0.530446080399,0.457138651617,0.56543291855793387
GNB1,2.0,8.0,0.461382833299,0.456802965952,0.56543291855793387
PYURF,-2.0,5.0,0.58074590111,0.457518546097,0.56543291855793387
SUDS3,2.0,7.0,-0.491122190166,0.457524864585,0.56543291855793387
MMP9,2.0,12.0,0.380568779536,0.456913521362,0.56543291855793387
APPL2,2.0,7.0,0.487657964167,0.458227010941,0.56613757310639778
NRBP1,2.0,6.0,0.52938276056,0.458843754419,0.56673758581527323
MTA2,2.0,5.0,-0.576718326096,0.459175459515,0.56688743165868793
PRKAR2B,2.0,13.0,0.363830660125,0.459227338808,0.56688743165868793
C18orf32,-2.0,5.0,-0.567137200264,0.459507017235,0.56707074950291225
PLSCR1,2.0,20.0,0.299096373083,0.459743629297,0.56720083032216673
EIF3H,2.0,78.0,0.169752744933,0.460245185999,0.5676576145712211
RPL19,2.0,11.0,-0.402143059635,0.461180027044,0.56864839044862869
RPL22,2.0,7.0,0.485862723875,0.461319994309,0.56865877827115618
COL4A2,2.0,12.0,0.371960574528,0.461945789734,0.56926785889913478
MED21,2.0,18.0,0.30947239701,0.463436812992,0.570617300645475
TIMM8B,-2.0,5.0,-0.565734082657,0.463268524577,0.570617300645475
NOC4L,2.0,5.0,0.576309765318,0.463411747042,0.570617300645475
LY75,2.0,11.0,0.395581727641,0.464015628131,0.57116730080002642
HNRNPM,2.0,7.0,0.473061410327,0.46428123467,0.57126763395071845
LBP,2.0,12.0,0.367230949151,0.464361430882,0.57126763395071845
SCYL3,2.0,17.0,0.318260122229,0.464754674857,0.57158875089753658
GIGYF1,2.0,8.0,0.460539031479,0.464949013579,0.57166512676418402
TSC2,2.0,5.0,0.569139485889,0.465406774844,0.57206525096631122
FAM129A,2.0,22.0,0.279274984853,0.465679338972,0.57223757316029411
NAT1,-2.0,21.0,-0.285013292838,0.466058463224,0.57254070375598043
RNASEH2C,2.0,5.0,0.552743589075,0.466386076728,0.57278040048194345
CA8,2.0,28.0,0.243528571876,0.466545841695,0.57281388061576466
HIST2H2AB,2.0,30.0,0.242225261177,0.466706707927,0.57284869346115719
PKP2,2.0,15.0,0.331450404172,0.467839578027,0.57401896397221774
GSTM1,2.0,6.0,-0.517855924689,0.467925706463,0.57401896397221774
RHBDF2,2.0,18.0,0.301527542846,0.468662964176,0.57476028202353746
DNAJC1,2.0,6.0,0.515259682445,0.468922478631,0.57491544955259899
ARHGAP29,2.0,7.0,0.458863287949,0.469917426873,0.57577695429831233
PMM2,2.0,5.0,0.575224715119,0.470024721656,0.57577695429831233
COL5A3,2.0,13.0,0.35756323043,0.470014486851,0.57577695429831233
SSR4,2.0,13.0,0.358857086064,0.470206209212,0.57583610266941876
RPL10,2.0,16.0,0.321682611913,0.47038687042,0.57589420584182549
MRPL34,2.0,11.0,0.4015775634,0.470766963182,0.57619637084792685
METTL1,2.0,5.0,-0.565740832489,0.47112532001,0.57647176858228333
RPA1,2.0,5.0,0.553720016087,0.471324647137,0.57655247582700098
TIMP2,2.0,14.0,0.337018458354,0.47358748032,0.57915662727734374
SRSF11,2.0,7.0,0.478829340509,0.475208886112,0.58097511726835305
ACTR3,2.0,7.0,0.461908889597,0.477595711464,0.58372809178934271
ANK1,2.0,21.0,0.275421537934,0.477826942174,0.58384563906649145
MGST3,2.0,18.0,0.299597681155,0.47939891218,0.58543545122977669
PSMA1,2.0,5.0,0.540588868665,0.479393619171,0.58543545122977669
MTMR10,-2.0,6.0,-0.489604126396,0.481861401346,0.58827642982734585
FLOT1,2.0,17.0,0.303848576745,0.48314736992,0.58951342934414797
TAF9,-2.0,5.0,-0.542606654499,0.483077559443,0.58951342934414797
RPS10,2.0,11.0,-0.371485404886,0.48338540997,0.58963745126959222
CPSF4,2.0,12.0,0.360102218765,0.484317060034,0.59060723569207729
FN1,2.0,7.0,-0.461355518692,0.485496148954,0.59137781119360688
GNAI1,2.0,6.0,0.494545326989,0.485478675015,0.59137781119360688
CFHR1,2.0,15.0,-0.322052143004,0.485383826893,0.59137781119360688
SDC2,2.0,35.0,0.226397299575,0.485183524672,0.59137781119360688
BCKDHB,2.0,5.0,0.547496259103,0.486092784752,0.59193777703747197
FBL,2.0,20.0,0.280897385545,0.487401619086,0.59336446052097991
TUBGCP3,2.0,8.0,0.43453438758,0.487844707838,0.59373667567138655
TTF2,2.0,7.0,0.450817764201,0.488651772712,0.59455153769621361
NUBP2,2.0,5.0,0.540113869164,0.489036915366,0.59485272513487308
NFATC2,2.0,19.0,0.281312815351,0.489691884258,0.59504974436355118
ASH1L,2.0,24.0,-0.257223399749,0.489872709125,0.59504974436355118
PPBP,2.0,9.0,-0.403642306424,0.489586266418,0.59504974436355118
AFM,2.0,8.0,-0.432940746807,0.489887124726,0.59504974436355118
PLS1,2.0,18.0,0.300041292778,0.489371949207,0.59504974436355118
FAM120C,2.0,5.0,0.526634020558,0.490135432667,0.59518412230834361
UTRN,2.0,5.0,0.533150442574,0.490851758709,0.59588659165962643
NDUFA7,2.0,7.0,-0.447240108015,0.491616868483,0.5966478726702471
SLC3A2,2.0,5.0,0.53429305106,0.492521744778,0.59757830555046287
SAMD9,2.0,13.0,-0.336304799878,0.493704704627,0.59884552135365887
CHP1,-2.0,7.0,0.454462981099,0.494706878841,0.59989280146647372
LRIG1,2.0,10.0,0.389154208995,0.494878490799,0.59993261798186626
UXT,2.0,9.0,0.387420448059,0.496560774941,0.60163459362928673
UTP15,-2.0,10.0,-0.37985517736,0.496516957469,0.60163459362928673
MYO1D,2.0,5.0,0.530761421878,0.498019233715,0.6032325994252884
NUDT1,2.0,6.0,0.476520042637,0.499693307627,0.60509080360514567
H1F0,2.0,5.0,0.526439911265,0.500498237988,0.60589579468614418
LGALS3BP,2.0,13.0,0.331648229083,0.501223968678,0.60660448392939836
ADA,2.0,13.0,0.326581725141,0.503153049824,0.60876871939282129
F5,2.0,14.0,-0.320500771485,0.503548712759,0.60907696845502557
TTC39A,2.0,7.0,-0.45280233942,0.504532333143,0.61009602130792517
RPL35,2.0,5.0,0.514571784097,0.505445516407,0.61102935330720298
CAMKK2,2.0,6.0,0.463764406139,0.506106895198,0.61165784398740597
IDH3B,2.0,20.0,0.266288538231,0.506957403003,0.612514492225257
RPAP1,-2.0,6.0,-0.470063439201,0.507366144683,0.6128370616000548
RAB11FIP1,2.0,14.0,0.309169620227,0.50753591781,0.61287088622675467
TFAP4,2.0,6.0,0.473176695505,0.508000427709,0.61326049957722972
AZU1,-2.0,11.0,0.352787278784,0.508724814055,0.61396353187074271
LYRM4,2.0,14.0,0.315243903505,0.510300041603,0.61569273788733525
ARL2,2.0,7.0,-0.430968845551,0.510465798185,0.61572088324563845
H1FX,2.0,15.0,0.308013587703,0.510656077487,0.61577858381476214
MEIS1,2.0,7.0,-0.419249468708,0.511136052587,0.61618548670722528
SNX5,2.0,7.0,-0.429450557715,0.511477328938,0.61642500501833153
AGT,2.0,26.0,-0.23319570606,0.512033186232,0.61692292755924383
POLR3A,2.0,16.0,0.286639467808,0.513777583714,0.61885218567719769
NDUFS4,-2.0,5.0,-0.508312785636,0.513938802992,0.61887394020432962
RNASE3,2.0,7.0,0.42804841976,0.514568347141,0.61945947220594577
GALM,2.0,6.0,0.45662502518,0.515283737347,0.61999894500563935
FASTKD1,2.0,6.0,-0.470732282371,0.515353110062,0.61999894500563935
SAMHD1,2.0,14.0,0.308353874669,0.515446728742,0.61999894500563935
RINT1,2.0,16.0,0.285306916004,0.515627859224,0.62004429358116631
SERF2,-2.0,5.0,-0.507042080274,0.516284700938,0.62066150226781758
RPL30,2.0,56.0,0.166708064234,0.516473248547,0.62071555559340252
KIAA1429,2.0,48.0,-0.173094763278,0.517383573765,0.62147585862243626
PDLIM2,-2.0,21.0,-0.255480867316,0.51748608671,0.62147585862243626
LYZ,2.0,12.0,0.332476430027,0.517537148055,0.62147585862243626
PPAP2B,2.0,12.0,0.328392338422,0.518417239646,0.62235982421268332
IGF2R,-2.0,7.0,-0.430383375113,0.519570871868,0.62357159330567324
NSMCE2,2.0,91.0,0.150964164535,0.519887285105,0.62377816639121253
MSLN,2.0,5.0,0.498676887743,0.520349512468,0.62388848583679424
COL5A2,2.0,13.0,0.322731668767,0.520412185965,0.62388848583679424
TMX4,2.0,9.0,0.373038047846,0.520262649208,0.62388848583679424
BTN3A3,2.0,17.0,0.279333722523,0.522076143039,0.62570977719913523
RRP36,2.0,8.0,0.388989279115,0.523252145617,0.6269454061811961
PRDM2,2.0,5.0,0.498321542428,0.523819147564,0.6274508658685769
PDE4DIP,2.0,31.0,-0.209094355034,0.525706065221,0.62953665372627599
POSTN,-2.0,5.0,-0.493265563938,0.526204239235,0.62995871675829307
MSI1,2.0,6.0,-0.444040453307,0.527963861277,0.63174576821678285
NDUFA10,2.0,7.0,0.423800508318,0.527989234459,0.63174576821678285
FCGR3A,2.0,20.0,-0.252308892846,0.528573380861,0.63226970820710404
CDC16,-2.0,6.0,-0.424094522648,0.529155773197,0.63268152950216983
GIMAP8,2.0,18.0,0.270427149205,0.529210365644,0.63268152950216983
MRPL54,2.0,5.0,-0.486509607076,0.529756331936,0.63299563704691408
NNMT,2.0,6.0,0.43827915218,0.529765953004,0.63299563704691408
TANK,2.0,9.0,0.359504369906,0.532245763229,0.63572834768829745
GMFG,2.0,21.0,0.248486270278,0.532347124365,0.63572834768829745
FZD1,2.0,8.0,-0.385042208483,0.532816527017,0.63611318594132926
DAP,2.0,23.0,0.236612129458,0.5332088381,0.63632330442240337
ANGPTL2,2.0,6.0,-0.445797722428,0.533286914625,0.63632330442240337
ANKRD13A,2.0,6.0,-0.44254307913,0.533559348795,0.63647270001165213
VSIG4,2.0,6.0,-0.440369333215,0.533886924856,0.63668777273154042
SPECC1,-2.0,5.0,-0.481413829084,0.534457726906,0.63719270640190695
PDE3A,2.0,11.0,-0.33053397694,0.535655500747,0.63844464563833636
CSTF3,2.0,8.0,0.380366792964,0.536538708488,0.63896882556352053
GATM,-2.0,5.0,-0.481321386284,0.536443768705,0.63896882556352053
KIAA1033,2.0,7.0,0.412005358671,0.536413890199,0.63896882556352053
STAM,2.0,7.0,0.408590647655,0.536815462722,0.63912234793418143
GNG12,2.0,8.0,0.387513521864,0.539963995781,0.64269393000077124
C1QTNF3,2.0,13.0,0.300466517861,0.540432639908,0.64307467721476341
NAIP,-2.0,8.0,0.382421155427,0.541808013161,0.64453385825393905
MAGOHB,2.0,20.0,0.243768606221,0.542160316067,0.64477552857196896
YPEL5,2.0,5.0,0.467836922101,0.54300461143,0.64543771423365581
VAV1,2.0,9.0,-0.346588483372,0.543015722107,0.64543771423365581
RNASEL,2.0,18.0,0.25941101074,0.543479329651,0.64581119903286011
UBXN6,-2.0,7.0,-0.393532819959,0.543631089146,0.64581401439375452
EIF3I,2.0,12.0,-0.308254707138,0.543971945849,0.64604140711635483
PDHA1,2.0,5.0,-0.476579269934,0.544572697732,0.64657725138605204
NOMO2,2.0,9.0,0.358822525946,0.545037279283,0.64695116923108364
TUFT1,2.0,26.0,0.218637749318,0.545417262387,0.64722449225852685
NADK,2.0,5.0,0.469222742297,0.548397132577,0.65058199893757085
ACTA2,-2.0,5.0,0.467396781496,0.548896755216,0.65099606935452026
RPLP0,2.0,5.0,0.465847113118,0.550681421071,0.65293356645376144
IFITM3,-2.0,5.0,-0.473606680637,0.551026813658,0.65316394720116067
EP400,2.0,5.0,0.447841534842,0.551264588131,0.65326667063856236
NFIC,-2.0,9.0,-0.343420376772,0.552804608551,0.65473522080519986
AASS,2.0,17.0,0.260769690432,0.552958198279,0.65473522080519986
DRAP1,2.0,7.0,0.393262865451,0.552956494968,0.65473522080519986
RABGAP1L,2.0,19.0,0.244400963184,0.553747695206,0.65537402033723702
CHD4,2.0,25.0,-0.215794944812,0.553800901294,0.65537402033723702
LCLAT1,2.0,6.0,0.419442754883,0.554946292217,0.65654975951091776
INTS1,2.0,6.0,-0.411837951875,0.555689687286,0.65724938936752586
BBS1,2.0,10.0,0.329274144773,0.556346362119,0.65784609503237823
PBK,-2.0,11.0,-0.31024193126,0.557527842972,0.65906285621202998
BBX,2.0,8.0,0.362332711612,0.557897100354,0.65931907185103977
SERPIND1,2.0,9.0,-0.342485357246,0.559028783764,0.66047593118652048
IGLL1,2.0,6.0,0.420137281934,0.55964997117,0.66084862752464568
COX5A,2.0,6.0,0.411123376152,0.559621389376,0.66084862752464568
EXOSC5,2.0,6.0,0.409642543991,0.561003361589,0.66199480793545418
PRKRIP1,2.0,10.0,0.322897554279,0.561080031523,0.66199480793545418
SPARC,2.0,5.0,-0.449492313814,0.561013822586,0.66199480793545418
MRPS23,2.0,7.0,0.391032544531,0.561498755729,0.66214491395798303
PLIN1,2.0,12.0,0.287655571056,0.561513591157,0.66214491395798303
TMX3,-2.0,11.0,-0.313146634504,0.562604189763,0.66225185781832685
MRPL14,2.0,10.0,-0.31967278741,0.562485469183,0.66225185781832685
MRPL15,2.0,29.0,0.199863726487,0.561992789141,0.66225185781832685
RPL23A,2.0,10.0,0.321591062967,0.562454371472,0.66225185781832685
ARMC8,2.0,18.0,0.239372202999,0.562019878762,0.66225185781832685
EHMT2,2.0,12.0,0.294787331399,0.562303568997,0.66225185781832685
GSTT1,2.0,5.0,0.446748298642,0.562676630527,0.66225185781832685
NDUFA5,2.0,16.0,-0.261209450706,0.563569449524,0.6627613520919956
NRP2,2.0,7.0,0.382472992514,0.563337149291,0.6627613520919956
MTMR9,-2.0,15.0,-0.268342297229,0.563474975473,0.6627613520919956
AHNAK2,2.0,7.0,0.379520059076,0.564202925953,0.66318840439778581
KMT2A,2.0,5.0,0.445723034216,0.564239405824,0.66318840439778581
B2M,-2.0,7.0,0.372345342583,0.564399163754,0.6631958643404583
NDUFA11,2.0,6.0,-0.412174800327,0.565213616831,0.6639724091194954
RPS15A,2.0,10.0,-0.321282494101,0.565799421376,0.66448000505521654
KIAA0196,2.0,95.0,0.126563873097,0.566536616514,0.66503838286013905
COPA,2.0,20.0,-0.227935430316,0.566582550098,0.66503838286013905
C10orf118,2.0,5.0,0.444692519585,0.567724275901,0.66619762343122035
THAP4,2.0,5.0,0.445749423657,0.568056713886,0.66640683151423774
PSMB5,2.0,6.0,-0.399020730321,0.569771660484,0.66823735438792076
ATP5I,2.0,14.0,0.275880174618,0.569960807961,0.66827788793500975
MAPKAP1,2.0,7.0,0.376321326529,0.571252929678,0.66961128389338509
SMC1A,2.0,6.0,0.400931000981,0.572177087537,0.67051275397732357
NLRP2,2.0,8.0,0.337374674699,0.57434277628,0.67286824440641957
FAM89B,2.0,5.0,-0.433841341964,0.574747890174,0.6731604251486748
SNCA,-2.0,5.0,-0.431719847856,0.574948770616,0.67321330860627548
NUSAP1,-2.0,5.0,-0.416291728891,0.576856063855,0.67519428140379045
PTPLB,2.0,9.0,0.324437976747,0.576952966807,0.67519428140379045
MCM2,2.0,14.0,0.268206280285,0.577327648053,0.6754499113758724
DPP9,-2.0,5.0,0.425492898134,0.578686100946,0.67667298198291115
CTSF,2.0,11.0,-0.295980168928,0.578652099514,0.67667298198291115
DAP3,2.0,29.0,0.187938809524,0.578928976589,0.67677392260549285
RPS23,-2.0,7.0,-0.366515155781,0.579437111796,0.6771848159758731
MEX3A,2.0,20.0,0.223457001376,0.580134857941,0.67781702456172033
CIR1,2.0,8.0,0.349990353884,0.58119533076,0.67887257899936448
NOS1AP,2.0,18.0,0.229415158701,0.581857562211,0.6794625179468452
MYL6,2.0,6.0,0.385947198496,0.582561012617,0.67994939421251055
CAV2,2.0,9.0,-0.32082898951,0.582589071516,0.67994939421251055
MAN2C1,2.0,6.0,0.382933972587,0.582946319469,0.68018270959899829
WIPF1,2.0,9.0,-0.325237412815,0.583912287105,0.68112596253507418
NELFB,2.0,5.0,0.419270169368,0.584327312289,0.68142621284690297
ALCAM,2.0,8.0,0.328382421175,0.58618982325,0.68318974638956598
MRPL3,2.0,13.0,0.269929455408,0.586313661602,0.68318974638956598
LIN7C,2.0,7.0,0.359696882216,0.586004613443,0.68318974638956598
FCGR2A,2.0,17.0,0.234703165664,0.586815844061,0.68359064776988587
RPL5,2.0,7.0,0.355280123616,0.586986215123,0.6836049051662676
KTI12,2.0,12.0,0.281136954122,0.587510294616,0.68386822820824911
MRPS18B,2.0,17.0,-0.236756436988,0.587528706816,0.68386822820824911
GTF3C3,2.0,10.0,0.298417082979,0.588175895948,0.6844372538853094
HIST1H2BB,2.0,7.0,-0.363151503713,0.588393449696,0.68450615797571923
CNPY4,2.0,11.0,-0.285863845545,0.59036806145,0.68661854442997527
HPCAL1,2.0,7.0,0.356903033123,0.590865110624,0.68701180022276953
MMP14,2.0,5.0,-0.40885068094,0.591646241852,0.68773506413733076
MFAP4,-2.0,5.0,0.412315006927,0.592096629353,0.68799238035759114
CASC4,-2.0,5.0,0.419605348082,0.592185900373,0.68799238035759114
PLCB2,-2.0,5.0,-0.41874321169,0.592892554643,0.68862829492790822
SMARCD1,2.0,5.0,0.405177896146,0.594762726626,0.69061489852409896
POU2F1,2.0,16.0,0.227642266215,0.59602073187,0.69170406009982832
PLXNC1,2.0,6.0,-0.373369254809,0.595910013231,0.69170406009982832
LAMTOR5,2.0,5.0,0.420642434113,0.596437790122,0.69200229916777012
CBLL1,2.0,10.0,0.288822092515,0.598232781615,0.6936422707704295
DGKA,2.0,6.0,-0.376854966707,0.598259150646,0.6936422707704295
RBP1,2.0,21.0,0.206744604665,0.598332645779,0.6936422707704295
VPS16,2.0,19.0,-0.219518939263,0.599413741076,0.69470927685599226
ACTBL2,-2.0,6.0,-0.366246444557,0.600138353688,0.69536266496777044
ABT1,2.0,13.0,0.258203208866,0.602081606434,0.69742732706727673
LOX,2.0,5.0,0.404501462111,0.603412271923,0.69878147643273736
PQBP1,2.0,9.0,0.297746475112,0.604427207793,0.69976936777998433
IGFALS,2.0,5.0,0.405869157008,0.606067999596,0.70148111439190997
FMOD,2.0,21.0,-0.201779858248,0.607005364423,0.70237799528936185
ACOT9,2.0,6.0,0.368212433186,0.60944337903,0.70501036327197097
COL3A1,2.0,13.0,0.24885748235,0.609873237062,0.70531888812665877
NOL9,2.0,6.0,0.365034082737,0.610425917054,0.70558054530068848
LCP1,-2.0,6.0,-0.357867328968,0.610396718655,0.70558054530068848
RPS27A,2.0,8.0,0.314807325388,0.612391116954,0.70728474448127843
POLR3F,2.0,6.0,0.356747961443,0.612257902108,0.70728474448127843
TMSB4X,2.0,5.0,0.400133703705,0.612272317643,0.70728474448127843
RAB32,-2.0,5.0,0.392984520842,0.61285580882,0.70744343432010581
FAM103A1,2.0,11.0,0.270537628831,0.612745973553,0.70744343432010581
VIPAS39,2.0,5.0,0.393474074328,0.614013878529,0.70802400556957423
APOC1,2.0,6.0,-0.359359080821,0.613981315843,0.70802400556957423
WLS,2.0,8.0,0.311259280553,0.613973650668,0.70802400556957423
PLIN2,2.0,8.0,0.311659811924,0.613655379647,0.70802400556957423
NCF1,2.0,9.0,0.295032581664,0.614672987372,0.70840611154561273
ACIN1,2.0,6.0,0.35555943367,0.614650606587,0.70840611154561273
TGFB1I1,2.0,5.0,0.39030677957,0.614844064146,0.70841441612536538
EXOC4,2.0,27.0,0.179258008657,0.615530137477,0.70901592973946792
EPB41L3,-2.0,5.0,-0.37894475758,0.617048534223,0.71038636842800662
ZFC3H1,2.0,5.0,0.371951057714,0.616912922272,0.71038636842800662
CRYAB,2.0,6.0,0.348511169517,0.618449015975,0.71180913100625309
BCKDHA,2.0,6.0,-0.354827858555,0.619230602729,0.71251651971833008
