gene,set
GNAO1,REST
GOLGA7B,REST
GPR158,REST
GPR26,REST
GPR6,REST
GPR78,REST
GPRIN1,REST
GRIA2,REST
GRIN2A,REST
GRM1,REST
GRM4,REST
GSX1,REST
HCN3,REST
HES1,REST
HES3,REST
HHATL,REST
HMP19,REST
HPCA,REST
HRH3,REST
HS3ST2,REST
HTR1A,REST
HTR5A,REST
INA,REST
INSM2,REST
KCNB1,REST
KCNC2,REST
KCNC3,REST
KCNH4,REST
KCNH6,REST
KCNH7,REST
KCNK12,REST
KCNS2,REST
KREMEN2,REST
L1CAM,REST
LGALS13,REST
LHFPL4,REST
LHFPL5,REST
LHX3,REST
LIN28A,REST
LIPC,REST
LOC200726,REST
LRIT2,REST
LRP11,REST
LRRC16B,REST
MAD2L1BP,REST
MAPK11,REST
MAPK8IP1,REST
MAPK8IP2,REST
MARCH11,REST
MARCH4,REST
MEGF6,REST
MMP24,REST
MYO1A,REST
MYT1,REST
NEFM,REST
NEUROD4,REST
NMNAT2,REST
NMS,REST
NPAS4,REST
NPDC1,REST
NPPB,REST
NRSN1,REST
NRXN1,REST
NTRK3,REST
NTSR2,REST
NXPH1,REST
NYAP2,REST
OGDHL,REST
OLFM3,REST
OPRM1,REST
OR1E2,REST
OTOA,REST
PAQR4,REST
PAX5,REST
PCDH8,REST
PCSK1,REST
PCSK2,REST
PDE2A,REST
PDE4C,REST
PEX5L,REST
PHYHIPL,REST
PLBD2,REST
PLCH2,REST
POU4F2,REST
PRG3,REST
PRLHR,REST
PRUNE2,REST
PTCHD2,REST
PTK2B,REST
PTPRH,REST
PTPRN,REST
PTPRN2,REST
QTRT1,REST
RAB37,REST
RASGRF1,REST
RELL2,REST
RESP18,REST
REST,REST
RIMKLA,REST
RIPPLY2,REST
RPH3A,REST
RTBDN,REST
RTN2,REST
RUNDC3A,REST
RXFP3,REST
SCAMP5,REST
SCG2,REST
SCG3,REST
SCGN,REST
SCHIP1,REST
SCN3B,REST
SCRT1,REST
SCRT2,REST
SEC14L5,REST
SEZ6,REST
SEZ6L,REST
SEZ6L2,REST
SH2D3C,REST
SHOX2,REST
SIGLEC10,REST
SLC12A5,REST
SLC17A6,REST
SLC18A3,REST
SLC25A13,REST
SLC39A3,REST
SLC6A5,REST
SLC8A2,REST
SLITRK1,REST
SNTG1,REST
SPIRE2,REST
SPTBN4,REST
SST,REST
ST8SIA3,REST
STMN2,REST
STMN3,REST
STXBP5L,REST
SYN1,REST
SYNJ1,REST
SYP,REST
SYT14,REST
SYT5,REST
TAS1R3,REST
TMEM145,REST
TMEM181,REST
TPH2,REST
TRIM67,REST
TRIQK,REST
TRPC7,REST
TSEN54,REST
TTC9B,REST
TUBB3,REST
UCN,REST
UNC13A,REST
UNC80,REST
VGF,REST
VIP,REST
VSX1,REST
VWC2L,REST
XKR4,REST
XKR7,REST
YIF1A,REST
ZNF579,REST
NCDN,RFX1
PCNA,RFX1
HLA-DMA,RFX5
HLA-DMB,RFX5
HLA-DOA,RFX5
HLA-DOB,RFX5
HLA-DPA1,RFX5
HLA-DPB1,RFX5
HLA-DQA1,RFX5
HLA-DQA2,RFX5
HLA-DQB1,RFX5
HLA-DRA,RFX5
HLA-DRB1,RFX5
HLA-DRB5,RFX5
HLA-E,RFX5
HLA-F,RFX5
NR1D1,RORA
HMGN2,RREB1
HOXC10,RREB1
PHF15,RREB1
SLC9A5,RREB1
ARL4C,RUNX1
CD34,RUNX1
COPS4,RUNX1
EVI2A,RUNX1
GP1BA,RUNX1
HIST1H3B,RUNX1
IGFBP7,RUNX1
ITGB2,RUNX1
KBTBD6,RUNX1
KLK3,RUNX1
LCP2,RUNX1
LGALS3,RUNX1
MAP3K8,RUNX1
MKRN3,RUNX1
PI16,RUNX1
PRKCA,RUNX1
PRKCQ,RUNX1
PTPN22,RUNX1
RGS14,RUNX1
RPS3A,RUNX1
THOC1,RUNX1
ACSS1,RUNX2
ESR1,RUNX2
IBSP,RUNX2
LGALS3,RUNX2
MMP2,RUNX2
SLC30A2,RUNX2
SNAI2,RUNX2
SP7,RUNX2
VEGFA,RUNX2
VEGFC,RUNX2
WBSCR17,RUNX2
ABCB11,RXRA
CXCR5,RXRA
CYP3A4,RXRA
HNF1A,RXRA
HNF4A,RXRA
HSD17B2,RXRA
NOL7,RXRA
ABCA3,SALL4
POU5F1,SALL4
SALL4,SALL4
BCL2,SATB1
CD8B,SATB1
AHR,SMAD2
CDKN1A,SMAD2
SMAD7,SMAD2
AHR,SMAD3
ANGPT1,SMAD3
ARID3B,SMAD3
ATF3,SMAD3
ATOH7,SMAD3
BAIAP2,SMAD3
BGLAP,SMAD3
BMI1,SMAD3
CACHD1,SMAD3
CDC42EP3,SMAD3
CDKN1A,SMAD3
CLDN14,SMAD3
DENND1B,SMAD3
DYRK1A,SMAD3
EGR2,SMAD3
EPC2,SMAD3
FLJ13197,SMAD3
FOXA2,SMAD3
FOXO3,SMAD3
FSTL3,SMAD3
GLI2,SMAD3
GSC,SMAD3
H3F3B,SMAD3
HOXB1,SMAD3
HRK,SMAD3
ID1,SMAD3
IGSF21,SMAD3
KLF3,SMAD3
LMO1,SMAD3
MBNL1,SMAD3
MPP5,SMAD3
MRPS18B,SMAD3
MYC,SMAD3
MYH11,SMAD3
PCDHGB7,SMAD3
PITX2,SMAD3
PLXNA2,SMAD3
PMEPA1,SMAD3
POR,SMAD3
PRDM1,SMAD3
RASGRF1,SMAD3
RNF212,SMAD3
SEMA6D,SMAD3
SERPINE1,SMAD3
SLC20A1,SMAD3
SLC24A4,SMAD3
SLC36A2,SMAD3
SMAD7,SMAD3
SMURF2,SMAD3
STARD13,SMAD3
TAL2,SMAD3
TGIF1,SMAD3
TLE1,SMAD3
TNC,SMAD3
TNR,SMAD3
TYRO3,SMAD3
XYLT2,SMAD3
ADAMTS17,SMAD4
AFF3,SMAD4
AP1S2,SMAD4
ATP2B4,SMAD4
ATXN7L1,SMAD4
BAMBI,SMAD4
BASP1,SMAD4
BGLAP,SMAD4
BMP4,SMAD4
BTBD3,SMAD4
C22ORF31,SMAD4
C5ORF38,SMAD4
CACNB3,SMAD4
CASK,SMAD4
CDKN1A,SMAD4
CHST8,SMAD4
CYFIP2,SMAD4
DLG2,SMAD4
DLX1,SMAD4
DMD,SMAD4
FIGN,SMAD4
FILIP1,SMAD4
FLRT3,SMAD4
FOXP2,SMAD4
FZD7,SMAD4
GAP43,SMAD4
GNAO1,SMAD4
GPC3,SMAD4
IMPG2,SMAD4
IRX4,SMAD4
KCNK2,SMAD4
KCNMA1,SMAD4
LDB2,SMAD4
LHX5,SMAD4
LMO1,SMAD4
LMO3,SMAD4
LRFN5,SMAD4
LRRTM1,SMAD4
LTBP3,SMAD4
MAP2K5,SMAD4
MAP4,SMAD4
MITF,SMAD4
MLLT10,SMAD4
MTUS1,SMAD4
MYC,SMAD4
NDST4,SMAD4
NEBL,SMAD4
NFIB,SMAD4
NKX2-1,SMAD4
NR6A1,SMAD4
NTRK1,SMAD4
OTX2,SMAD4
PAX6,SMAD4
PDC,SMAD4
PDGFRA,SMAD4
PDZRN4,SMAD4
PITX1,SMAD4
PITX2,SMAD4
PLEKHA6,SMAD4
PLXNA2,SMAD4
POR,SMAD4
POU2F1,SMAD4
POU4F3,SMAD4
PRND,SMAD4
PROK2,SMAD4
PRRX1,SMAD4
PTPRG,SMAD4
RTN4RL1,SMAD4
RUNX1T1,SMAD4
SACM1L,SMAD4
SEMA5B,SMAD4
SERPINE1,SMAD4
SFRP1,SMAD4
SKIL,SMAD4
SLC24A2,SMAD4
SLC26A7,SMAD4
SLC37A4,SMAD4
SLC44A3,SMAD4
SMAD7,SMAD4
SUCLG2,SMAD4
TMEM185A,SMAD4
TNC,SMAD4
WNT10A,SMAD4
WNT5A,SMAD4
ZFHX4,SMAD4
ZFP36,SMAD4
ZFP36L1,SMAD4
ZIC1,SMAD4
SNAI1,SNAI1
RET,SOX10
ASXL1,SOX2
DKK1,SOX2
GPC6,SOX2
HESX1,SOX2
HOXB1,SOX2
MMEL1,SOX2
NANOG,SOX2
NRARP,SOX2
PAX6,SOX2
PER2,SOX2
PIPOX,SOX2
RFX4,SOX2
SMARCAD1,SOX2
UBL3,SOX2
VIM,SOX2
SHH,SOX9
ABCB1,SP1
ABCB8,SP1
ABCC3,SP1
ABCG2,SP1
ADAM17,SP1
ADNP,SP1
ADRB3,SP1
AGT,SP1
AGTR1,SP1
ALOX5,SP1
ALPL,SP1
APLP2,SP1
APOA1,SP1
APOC3,SP1
APP,SP1
AR,SP1
ARID1A,SP1
ATF2,SP1
ATM,SP1
ATP2A2,SP1
BCL2,SP1
BDNF,SP1
BIRC5,SP1
BLMH,SP1
BRCA1,SP1
BRD7,SP1
BSG,SP1
C1QBP,SP1
CA9,SP1
CCK,SP1
CCL2,SP1
CCND1,SP1
CD151,SP1
CD19,SP1
CD83,SP1
CD97,SP1
CD99,SP1
CDKN1A,SP1
CDKN1B,SP1
CDKN2A,SP1
CDKN2B,SP1
CEACAM1,SP1
CENPW,SP1
CES1,SP1
CHD6,SP1
CIC,SP1
COL1A1,SP1
COL7A1,SP1
CTCFL,SP1
CXADR,SP1
CXCL5,SP1
CYP17A1,SP1
CYP19A1,SP1
CYP1B1,SP1
CYP2F1,SP1
CYP3A5,SP1
CYP3A7,SP1
CYP7B1,SP1
DCK,SP1
DRG2,SP1
E2F1,SP1
EAPP,SP1
EGFR,SP1
EZR,SP1
F10,SP1
F2R,SP1
F3,SP1
F7,SP1
FAM57B,SP1
FASLG,SP1
FMR1,SP1
FOS,SP1
FXR2,SP1
GAST,SP1
GATA3,SP1
GCLC,SP1
GFER,SP1
GSDMA,SP1
HBEGF,SP1
HIST2H4A,SP1
HLA-DMA,SP1
HMGA2,SP1
HNF4A,SP1
HNRNPUL1,SP1
HPR,SP1
HSD11B2,SP1
HSD17B2,SP1
HSD3B1,SP1
HTT,SP1
IGF2,SP1
IGFBP1,SP1
IGFBP4,SP1
IL10,SP1
IL2,SP1
IL21R,SP1
IRS2,SP1
ITGA2,SP1
ITGA5,SP1
ITGAX,SP1
IVL,SP1
JUN,SP1
KCNQ2,SP1
KISS1,SP1
KIT,SP1
KLF8,SP1
KLK3,SP1
KRT16,SP1
KRT18,SP1
KRT19,SP1
KRT5,SP1
LCAT,SP1
LDLR,SP1
LEP,SP1
LOXL4,SP1
LRP5,SP1
LTC4S,SP1
MACROD1,SP1
MAOB,SP1
MIF,SP1
MMP2,SP1
MMP9,SP1
MPO,SP1
MUC2,SP1
MYC,SP1
NCDN,SP1
NKX2-1,SP1
NOL7,SP1
NOS3,SP1
NPHP4,SP1
NQO2,SP1
OPRM1,SP1
PADI3,SP1
PCK1,SP1
PGR,SP1
PICALM,SP1
PLAT,SP1
PLAU,SP1
PLAUR,SP1
PLEKHA6,SP1
PNOC,SP1
POR,SP1
PPP1R13B,SP1
PRM1,SP1
PSME2,SP1
PTGIR,SP1
PTHLH,SP1
PTK6,SP1
PTTG1,SP1
RARA,SP1
RB1,SP1
SCT,SP1
SCTR,SP1
SERPINB5,SP1
SERPINE1,SP1
SKIL,SP1
SKP2,SP1
SLC19A1,SP1
SLC9A2,SP1
SLC9A3,SP1
SMPD1,SP1
SNAP25,SP1
SOD1,SP1
SP1,SP1
SP3,SP1
SPN,SP1
SREBF1,SP1
STAR,SP1
STK11,SP1
TAF7,SP1
TBXA2R,SP1
TCN2,SP1
TERT,SP1
TFF1,SP1
TFPI2,SP1
TGFA,SP1
THBD,SP1
TIMP1,SP1
TINF2,SP1
TNF,SP1
TP53,SP1
TPMT,SP1
TSHZ3,SP1
TYMS,SP1
UBC,SP1
UGDH,SP1
UGT1A4,SP1
VAMP2,SP1
VDR,SP1
VEGFA,SP1
YES1,SP1
ZBTB7B,SP1
AGTR1,SP3
ALPL,SP3
CA9,SP3
CD97,SP3
CDKN1A,SP3
CDKN2A,SP3
CDKN2B,SP3
COL1A1,SP3
CYP17A1,SP3
CYP2F1,SP3
CYP3A5,SP3
CYP3A7,SP3
HMGA2,SP3
HSD17B2,SP3
ITGA2,SP3
KDR,SP3
KLK3,SP3
LCAT,SP3
LTC4S,SP3
MAOB,SP3
MMP2,SP3
NKX2-1,SP3
NOS3,SP3
NOX4,SP3
OPRM1,SP3
PADI3,SP3
PICALM,SP3
PLAT,SP3
PLAUR,SP3
RORA,SP3
SCT,SP3
SCTR,SP3
SLC9A2,SP3
SLC9A3,SP3
TCN2,SP3
TFF1,SP3
TIMP1,SP3
TPMT,SP3
UBC,SP3
VEGFA,SP3
KDR,SP4
ABCG1,SPI1
ABT1,SPI1
ACAA1,SPI1
ADORA3,SPI1
ADSL,SPI1
AFF3,SPI1
AGFG2,SPI1
AHNAK,SPI1
ALOX5AP,SPI1
ANKRD13A,SPI1
ANO10,SPI1
AP1B1,SPI1
AP2M1,SPI1
APBB1IP,SPI1
AQP3,SPI1
ARHGAP25,SPI1
ARHGAP27,SPI1
ARHGAP31,SPI1
ARHGEF2,SPI1
ARPC3,SPI1
ASCC2,SPI1
ATG16L2,SPI1
B2M,SPI1
BBS10,SPI1
BCL6,SPI1
BIRC3,SPI1
BLNK,SPI1
BTK,SPI1
C1ORF186,SPI1
C3,SPI1
C4ORF33,SPI1
C6ORF164,SPI1
C7ORF23,SPI1
C7ORF43,SPI1
C7ORF59,SPI1
CAB39,SPI1
CASP8,SPI1
CCDC116,SPI1
CCDC88B,SPI1
CCL4,SPI1
CCR1,SPI1
CCT5,SPI1
CD22,SPI1
CD300A,SPI1
CD33,SPI1
CD37,SPI1
CD52,SPI1
CD53,SPI1
CD68,SPI1
CD86,SPI1
CDC26,SPI1
CEACAM21,SPI1
CES1,SPI1
CIITA,SPI1
CLNK,SPI1
CNPY3,SPI1
COMT,SPI1
CORO1A,SPI1
CTSG,SPI1
CTSS,SPI1
CTSZ,SPI1
CXCR1,SPI1
CYBB,SPI1
CYTH4,SPI1
DAPP1,SPI1
DARS,SPI1
DENND1C,SPI1
DENND4B,SPI1
DEPDC5,SPI1
DGUOK,SPI1
DNASE2,SPI1
DOCK8,SPI1
DUSP5,SPI1
EIF4ENIF1,SPI1
ELF1,SPI1
ELMO1,SPI1
ELOVL1,SPI1
EMP3,SPI1
ENTPD3,SPI1
ERAP2,SPI1
ERP29,SPI1
FAM110A,SPI1
FAM129A,SPI1
FAM46B,SPI1
FAM50B,SPI1
FANCE,SPI1
FBXO34,SPI1
FBXW7,SPI1
FERMT3,SPI1
FGD2,SPI1
FLI1,SPI1
FMNL1,SPI1
FMO5,SPI1
FNTA,SPI1
FTL,SPI1
GM2A,SPI1
GORASP2,SPI1
GPR108,SPI1
GPR114,SPI1
GPR160,SPI1
GRAMD1A,SPI1
GRAP2,SPI1
HCST,SPI1
HIVEP2,SPI1
HVCN1,SPI1
ID3,SPI1
IFIT3,SPI1
IKBKB,SPI1
IKBKE,SPI1
IL10,SPI1
IL12B,SPI1
IL1B,SPI1
INCENP,SPI1
IPCEF1,SPI1
IPP,SPI1
IRF2,SPI1
IRF5,SPI1
IRF7,SPI1
ISG20L2,SPI1
ITGA2B,SPI1
ITGA4,SPI1
ITGAL,SPI1
ITGAM,SPI1
ITGB2,SPI1
ITGB7,SPI1
ITPR1,SPI1
KIAA0141,SPI1
KIF3B,SPI1
KIF5B,SPI1
KLHDC1,SPI1
KLHL22,SPI1
KRT18,SPI1
LAPTM5,SPI1
LAT2,SPI1
LCP1,SPI1
LGR5,SPI1
LIPC,SPI1
LOC150197,SPI1
LOC286367,SPI1
LPAR6,SPI1
LPIN1,SPI1
LPXN,SPI1
LRMP,SPI1
LRP10,SPI1
LRRC25,SPI1
LRRC33,SPI1
LSM2,SPI1
LSP1,SPI1
LST1,SPI1
LY86,SPI1
LYN,SPI1
MADD,SPI1
MAPKAPK2,SPI1
MED15,SPI1
METTL7A,SPI1
MNDA,SPI1
MRPS18B,SPI1
MS4A1,SPI1
MTMR14,SPI1
MX2,SPI1
MYD88,SPI1
NAT1,SPI1
NBR1,SPI1
NCF2,SPI1
NCF4,SPI1
NCKAP1L,SPI1
NEAT1,SPI1
NEDD8,SPI1
NEK6,SPI1
NFKB1,SPI1
NFKBIE,SPI1
NR3C1,SPI1
NSFL1C,SPI1
NUP214,SPI1
NUP35,SPI1
OFD1,SPI1
OPTN,SPI1
ORAI3,SPI1
OSBPL11,SPI1
OSTF1,SPI1
OXR1,SPI1
P2RY10,SPI1
PARG,SPI1
PARP10,SPI1
PARVB,SPI1
PBX2,SPI1
PDLIM2,SPI1
PGGT1B,SPI1
PGK1,SPI1
PIK3AP1,SPI1
PIK3CG,SPI1
PIK3R2,SPI1
PKN1,SPI1
PLCG2,SPI1
PLD4,SPI1
PLEC,SPI1
PLEK,SPI1
PMFBP1,SPI1
POLD4,SPI1
PPFIBP2,SPI1
PPIL2,SPI1
PPM1M,SPI1
PRAME,SPI1
PRTN3,SPI1
PSMB3,SPI1
PSMB8,SPI1
PTAFR,SPI1
PTGIR,SPI1
PTGS1,SPI1
PTPN6,SPI1
PTPRC,SPI1
QSOX1,SPI1
RAB32,SPI1
RAC2,SPI1
RANBP1,SPI1
RASAL3,SPI1
RASSF2,SPI1
RASSF5,SPI1
RBM25,SPI1
RBM34,SPI1
RBM47,SPI1
RCAN1,SPI1
RFTN1,SPI1
RGS14,SPI1
RHOG,SPI1
RNASE2,SPI1
RNASE6,SPI1
RPL23,SPI1
RPL27A,SPI1
RPL36A,SPI1
RPL7,SPI1
RPRD2,SPI1
RPS6KA1,SPI1
RRM2B,SPI1
RRP12,SPI1
RTN4,SPI1
RUFY1,SPI1
RUNX1,SPI1
RUNX3,SPI1
SELPLG,SPI1
SERPINB3,SPI1
SH3TC1,SPI1
SIGLEC10,SPI1
SIPA1L3,SPI1
SIRPB2,SPI1
SLC22A15,SPI1
SLC22A18,SPI1
SLC25A32,SPI1
SLC35B2,SPI1
SLC39A13,SPI1
SMAGP,SPI1
SMG7,SPI1
SNAP29,SPI1
SP100,SPI1
SP110,SPI1
SPI1,SPI1
SPN,SPI1
STAU1,SPI1
STK4,SPI1
STRADA,SPI1
SYK,SPI1
TAF7,SPI1
TEC,SPI1
TIGD3,SPI1
TLK1,SPI1
TLR4,SPI1
TLR6,SPI1
TMEM206,SPI1
TNNI2,SPI1
TOMM40L,SPI1
TOR1AIP1,SPI1
TRAF3,SPI1
TRAF3IP3,SPI1
TRIM34,SPI1
TRIM38,SPI1
TRIP10,SPI1
TRMT2A,SPI1
TRPT1,SPI1
TSSC1,SPI1
TXNRD3,SPI1
UCP2,SPI1
UPF2,SPI1
USF1,SPI1
VAMP5,SPI1
VAV1,SPI1
VNN2,SPI1
VPS26A,SPI1
WAS,SPI1
WWOX,SPI1
YWHAG,SPI1
ZBTB32,SPI1
ZKSCAN4,SPI1
ZNF195,SPI1
ZNF300,SPI1
ZNF484,SPI1
ZNF646,SPI1
ZNF655,SPI1
ZNF668,SPI1
ZNF789,SPI1
GABRA1,SPZ1
HOXB2,SPZ1
ACLY,SREBF1
CETP,SREBF1
FASN,SREBF1
FDFT1,SREBF1
FDPS,SREBF1
HK2,SREBF1
LDLR,SREBF1
PCSK9,SREBF1
SCD,SREBF1
ACOT7,SREBF2
FDFT1,SREBF2
FDPS,SREBF2
HMGCR,SREBF2
LDLR,SREBF2
NPC1L1,SREBF2
PCSK9,SREBF2
PON1,SREBF2
ACTA1,SRF
ACTB,SRF
ACTC1,SRF
ACTG1,SRF
BATF2,SRF
CAP1,SRF
CKM,SRF
DMD,SRF
DUSP2,SRF
DUSP5,SRF
EGR1,SRF
EGR3,SRF
EGR4,SRF
FLG,SRF
FOS,SRF
FOSL1,SRF
FTSJD2,SRF
GSC,SRF
HMGXB4,SRF
HOXC5,SRF
ING4,SRF
IRF2,SRF
ITGB7,SRF
KDM3A,SRF
MCL1,SRF
MYO1B,SRF
OPTN,SRF
PDCL3,SRF
PRUNE2,SRF
PSMB9,SRF
PTMS,SRF
RPL24,SRF
SRF,SRF
SYNJ2,SRF
TAGLN,SRF
TLR7,SRF
TMEM167B,SRF
TPM1,SRF
VCL,SRF
VIL1,SRF
WDR1,SRF
ZSWIM6,SRF
ADAR,STAT1
ADCK4,STAT1
AGRP,STAT1
AIM2,STAT1
APOL6,STAT1
BCL6,STAT1
C11ORF74,STAT1
C3,STAT1
C5ORF39,STAT1
C5ORF41,STAT1
CAPN11,STAT1
CCDC135,STAT1
CCL2,STAT1
CCR1,STAT1
CD40,STAT1
CD40LG,STAT1
CD86,STAT1
CDC7,STAT1
CFB,STAT1
CIITA,STAT1
CISH,STAT1
CLIC2,STAT1
CREM,STAT1
CSF1,STAT1
CXCL10,STAT1
CXCL11,STAT1
EDEM2,STAT1
EDN1,STAT1
EIF2AK2,STAT1
ENPP2,STAT1
FAM3B,STAT1
FAM82A1,STAT1
FAS,STAT1
FCGR1A,STAT1
FOS,STAT1
FUT8,STAT1
GBP1,STAT1
GFM1,STAT1
GSTK1,STAT1
HDAC7,STAT1
HELB,STAT1
HLA-E,STAT1
HNRNPR,STAT1
ICAM1,STAT1
IFI6,STAT1
IFIT1,STAT1
IFIT3,STAT1
IFITM1,STAT1
IFITM2,STAT1
IFITM3,STAT1
IL10,STAT1
IL2RA,STAT1
IL6ST,STAT1
INO80,STAT1
IRF1,STAT1
IRF2,STAT1
IRF4,STAT1
IRF7,STAT1
IRF8,STAT1
IRF9,STAT1
ISG15,STAT1
ITPKC,STAT1
KIF2A,STAT1
LAMA2,STAT1
LAP3,STAT1
MAP2K3,STAT1
MED16,STAT1
MET,STAT1
MITD1,STAT1
MVP,STAT1
MX1,STAT1
MYO16,STAT1
NMI,STAT1
NOS2,STAT1
NUCB1,STAT1
OAS1,STAT1
PARP9,STAT1
PLSCR1,STAT1
PML,STAT1
PROS1,STAT1
PSMB9,STAT1
PWP2,STAT1
RHOBTB3,STAT1
SBNO2,STAT1
SDHAF2,STAT1
SFRP1,STAT1
SLAMF1,STAT1
SOCS3,STAT1
STAT2,STAT1
STAT3,STAT1
STEAP4,STAT1
SYMPK,STAT1
TAP1,STAT1
TMEM208,STAT1
TNFSF13B,STAT1
TRIM25,STAT1
TRIM34,STAT1
UBR1,STAT1
UNC13A,STAT1
WARS,STAT1
ZC3HAV1,STAT1
ZNF302,STAT1
ZNF582,STAT1
IFIT3,STAT2
IRF1,STAT2
PML,STAT2
ABLIM1,STAT3
AIM1,STAT3
AKAP2,STAT3
ANO3,STAT3
ASXL1,STAT3
ATP10A,STAT3
BCL2L1,STAT3
BCL3,STAT3
BCL6,STAT3
BIRC5,STAT3
CCND2,STAT3
CD274,STAT3
CD46,STAT3
CDC7,STAT3
CDH3,STAT3
CFB,STAT3
CHI3L1,STAT3
CISH,STAT3
CITED4,STAT3
CRP,STAT3
DARS,STAT3
DCUN1D3,STAT3
DDX59,STAT3
DENND1A,STAT3
DSG1,STAT3
EIF1,STAT3
ELMO1,STAT3
EMP1,STAT3
ETV6,STAT3
F2R,STAT3
FGL1,STAT3
FNBP1,STAT3
FOS,STAT3
GBP2,STAT3
GFAP,STAT3
GNPDA1,STAT3
GSDMC,STAT3
HELZ,STAT3
ICAM1,STAT3
IL10,STAT3
IL1RN,STAT3
IRF1,STAT3
JUNB,STAT3
KLF11,STAT3
KLF4,STAT3
KLF9,STAT3
KRT17,STAT3
LDLR,STAT3
LIPG,STAT3
LYRM1,STAT3
MBNL1,STAT3
MCL1,STAT3
MPP6,STAT3
MUC1,STAT3
MYC,STAT3
NAMPT,STAT3
ODC1,STAT3
P2RY11,STAT3
PCDH9,STAT3
PIK3R1,STAT3
PIM1,STAT3
PLD1,STAT3
RUNX1,STAT3
RUNX3,STAT3
S100A3,STAT3
SAA1,STAT3
SFRS2IP,STAT3
SOCS2,STAT3
SOCS3,STAT3
SSBP3,STAT3
STAT3,STAT3
TP53,STAT3
TRAF3IP2,STAT3
USP32,STAT3
VEGFA,STAT3
ZFP36,STAT3
ZFR,STAT3
IRF1,STAT4
IGF1,STAT5B
CAMK2D,STAT6
CCL17,STAT6
CISH,STAT6
COL1A2,STAT6
CYFIP2,STAT6
DUSP1,STAT6
ERG,STAT6
FCER2,STAT6
FOS,STAT6
FOXP1,STAT6
FYN,STAT6
GPR183,STAT6
IL24,STAT6
IRF4,STAT6
RBMS1,STAT6
RFX3,STAT6
RORA,STAT6
SOCS1,STAT6
STAG2,STAT6
ARVCF,TAL1
CD7,TAL1
UBE2H,TAL1
APP,TBP
ARRDC3,TBP
CALM2,TBP
CCNB1IP1,TBP
CITED2,TBP
COL19A1,TBP
CYR61,TBP
DDX5,TBP
ETV4,TBP
GPR18,TBP
H3F3B,TBP
HIST1H2AC,TBP
HIST1H2AG,TBP
HIST1H2BB,TBP
HIST1H2BC,TBP
HIST1H2BJ,TBP
ID2,TBP
MSC,TBP
MYC,TBP
NR0B2,TBP
OLIG3,TBP
PDE4D,TBP
PMF1,TBP
PPP1R15A,TBP
SKAP1,TBP
TLR7,TBP
NF1,TBPL1
ZCCHC7,TCF12
CR2,TCF3
ACVR1C,TCF4
ADAMTS3,TCF4
AFP,TCF4
AGT,TCF4
AIG1,TCF4
ANAPC13,TCF4
ANG,TCF4
ANKRD46,TCF4
APOB,TCF4
ARID4A,TCF4
ARL4A,TCF4
ARSB,TCF4
ATF2,TCF4
B3GALT1,TCF4
BAHCC1,TCF4
BCL7A,TCF4
BUB1,TCF4
C10ORF11,TCF4
C14ORF43,TCF4
C1ORF55,TCF4
C1QTNF7,TCF4
C5ORF41,TCF4
C9ORF3,TCF4
CA8,TCF4
CACNA2D1,TCF4
CCDC88A,TCF4
CCL20,TCF4
CCND1,TCF4
CDC42BPA,TCF4
CHD6,TCF4
CLIP2,TCF4
CMBL,TCF4
CMIP,TCF4
CNTNAP2,TCF4
COL8A1,TCF4
CPPED1,TCF4
CPVL,TCF4
CRH,TCF4
CSNK1A1,TCF4
DKK1,TCF4
DSCR4,TCF4
DTNA,TCF4
EFNA1,TCF4
EGR3,TCF4
EIF2B4,TCF4
EPB41,TCF4
EPB41L2,TCF4
ETV5,TCF4
EZH2,TCF4
FAM102A,TCF4
FAM105A,TCF4
FAM169A,TCF4
FAM176A,TCF4
FAM82A1,TCF4
FGF12,TCF4
FGF18,TCF4
FMNL2,TCF4
FNIP1,TCF4
FUT8,TCF4
GFI1B,TCF4
GFRA1,TCF4
GLT8D1,TCF4
GPD1L,TCF4
GPR158,TCF4
GRAMD1A,TCF4
GRB7,TCF4
GTF2B,TCF4
HIBADH,TCF4
HMCN1,TCF4
HNF4A,TCF4
HNMT,TCF4
HNRNPUL1,TCF4
HRH1,TCF4
HS3ST1,TCF4
HSPA4,TCF4
ID2,TCF4
IKZF2,TCF4
IL1R1,TCF4
IL1RAPL1,TCF4
INPP5D,TCF4
IRAK1BP1,TCF4
IRF2BP2,TCF4
JUN,TCF4
KCNH2,TCF4
KIAA0427,TCF4
KITLG,TCF4
KLF12,TCF4
LATS1,TCF4
LDB2,TCF4
LGR5,TCF4
LHX9,TCF4
LOC440925,TCF4
LRPPRC,TCF4
MATN3,TCF4
MBNL1,TCF4
MBNL2,TCF4
MEIS2,TCF4
MKL1,TCF4
MYADM,TCF4
MYO9B,TCF4
NBPF1,TCF4
NDST4,TCF4
NEDD4,TCF4
NEDD9,TCF4
NFIX,TCF4
NFKBIA,TCF4
NKD1,TCF4
NMNAT2,TCF4
NOTUM,TCF4
NR1D1,TCF4
NR3C2,TCF4
NR4A2,TCF4
NRG1,TCF4
NRXN1,TCF4
NTRK3,TCF4
NUP155,TCF4
NUP214,TCF4
NXN,TCF4
PAGE1,TCF4
PAM,TCF4
PDIA4,TCF4
PDZRN4,TCF4
PELI2,TCF4
PHF21A,TCF4
PHTF2,TCF4
PKN2,TCF4
PLA2G2E,TCF4
POR,TCF4
